network_1-1,00:00.010,00:07.390,那这个也是合理的规则，我们可以用更简单的更直观的判断方法。最小的选择。,0,0,0
network_1-1,00:07.400,00:13.460,最小的吧名字最简单的，嘛对吧？,0,0,0
network_1-1,00:14.570,00:29.130,或者说选择一个序号最大的，当它比小跟比大应该比小更容易，因为小理论上有一个最小值存在大，你并不知道最大值是什么。,0,0,0
network_1-1,00:29.560,00:38.230,啊那么因此还有最简单的方式就是按名字谁的名字简单选择谁，或者说谁的名字小选择谁。,0,0,0
network_1-1,00:40.180,00:54.170,啊好，那么在我们的生成数协议当中，它就采用了一种这个以名字大小来判别谁作为根节点的这种方式。,0,0,0
network_1-1,00:54.610,01:03.500,B啊那像我们刚才那个图当中b1到b7e一最小，因此b1被选成了根结点，啊被选择了根结点。,0,0,0
network_1-1,01:03.870,01:23.580,好，这里面啊我们选择b1作为最小的根基点，好，那么这个时候我们就开始以根基点开始往外进行数的扩展，对吧？,0,0,0
network_1-1,01:23.590,01:27.980,树的扩展，好，那你们希望一棵树怎么样？相对比较漂亮一点。,0,0,0
network_1-1,01:27.990,01:33.360,呢就是你们原因学过的二叉树这样的东西对吧？,0,0,0
network_1-1,01:33.370,01:35.960,就是大家长的枝杈差不多，对吧？,0,0,0
network_1-1,01:36.070,01:48.630,好，那么我们就从根基点开始往外进行发散，啊往外进行发散，好，找到根接点与b1距离比较相接近的是b2，对吧？,0,0,0
network_1-1,01:48.840,01:58.440,然后再往后发现一个到了b5，再往外发射，一个到了b7，啊再往外发射到了b4，一个到了b6，对吧？对不对？,0,0,0
network_1-1,01:59.570,02:03.120,对的，好，那么唯一的那么这个数就画出来了。,0,0,0
network_1-1,02:03.240,02:11.470,从b1开始往外分散，根节点出现了b2、b6。,0,0,0
network_1-1,02:12.960,02:15.570,好，b第七页。,0,0,0
network_1-1,02:18.350,02:27.070,好，b4 b5多，对吧？,0,0,0
network_1-1,02:27.080,02:29.550,就这样生成了，吧这是第一集数嘛对吧？,0,0,0
network_1-1,02:29.560,02:33.440,剩下还多了一个嘛多了一个b3，是吧？,0,0,0
network_1-1,02:33.450,02:58.360,第三，那么每一个交换机上面会有一个我最终的一个网络，就是我们的一个网段，那么这里面第二连接了一个啊通过这里面有个e网段，那么b2可以往上去连接c好，CB5、b5呢可以往上去连接a b5呢也可以去连接BB和7之间做出一个选择。,0,0,0
network_1-1,02:59.200,03:27.850,好，那么这地方有一个环，那么离谁近我可能就选择谁，那么这个时候 b可能就归给第五，而不归给b7，这个是假设我们已知整个网络错误，就是你们已经看到图了以后，我们对它进行裁剪，按照你的规则选出了第一作为根结点，然后呢我把所有的网段挂在这个网桥上面，那么这个时候我们基本上已经可以会完成啊如图所示的裁剪过程。,0,0,0
network_1-1,03:28.000,03:44.210,那基本上我们在这里面可以看到第三，所连接的两个网段a和c分别挂靠到了距离跟节点更近的b2和b5上面，那么因此b3就两个端口都不进行数据转发，相当于b3是一个多余的人。,0,0,0
network_1-1,03:44.730,04:03.970,啊好，那么这个时候再来看b5到b7和b1也形成一个环状，那么它们所连接的网段共用的一个网段就是b网段，那么这个b网段呢可以挂号到我们的 b5节点上面，那么它的数是最短的，当然你也可以把什么？,0,0,0
network_1-1,04:04.070,04:12.540,你也可以把这个 b7到f给断开，但是这样来看的话，所形成的一个树状结构就没有那么漂亮，对吧？,0,0,0
network_1-1,04:12.550,04:21.290,那么它就会形成，如果是这样的话，那基本上就是b5到b7了，啊那么这个树长得没有刚才那种裁剪方式更漂亮。,0,0,0
network_1-1,04:21.300,04:56.480,啊好，那么再下面一样的，啊我们这里面有了ghij然后呢有b4和b6，我要对它进行裁剪，好，那么g直接挂到 B1h直接挂到b1，那么剩下的it挂到了b4，也挂到b6上面，我会选择一个更近一点的名字，而且更小一点的，那么把I挂到了b4上面，那么 b6也被裁剪掉了，啊那么把虚线的部分全部抹掉，那么我们最终就会形成一个相对比较均衡的。树状结构。,0,0,0
network_1-1,04:57.520,05:00.230,啊树状结构，啊这个是我们所提到的。,0,0,0
network_1-1,05:01.980,05:11.590,好，那么这个呢实际上嗯是看图书画得到的结果，但是我们知道所有的协议都是什么？,0,0,0
network_1-1,05:13.080,05:40.560,都是分布式进行的。这是每一个节点在进行信息交换之后独立进行的，他根据得到的这种局部信息来完成快速计算，而不能像上帝一样直接拿到这张图，直接拿个图，我们按照刚才的方式可以很快出结果，但是真正的生成和协议是交换节点，交换机节点之间在进行，啊局部的信息交换，最终汇总之后来得到一个相应的结果。,0,0,0
network_1-1,05:40.650,05:43.890,好，那么这个时候是怎么做到的？,0,0,0
