db_1,00:03.6,00:35.6,嗯下面我们开始学习第一节啊第一章的第一节，第一章的第一节是数据库系统，概述这一节我们要完成三个方面的内容。,1,0,0
db_1,00:35.8,00:55.1,在这一节里边，第一个就是我们要学习数据库里边几个最最基本的概念，这个很重要是我们数据库的基础，啊它的基本的概念就这么几个就这么几个4个。,0,0,1
db_1,00:56.9,01:05.9,然后呢我们要说一下数据库技术是怎么产生的，啊他不是说一开始就有的是不记得是吧？,0,1,0
db_1,01:06.1,01:14.3,它是经过了啊一定的这个计算机发展的时期而产生的啊产生的。,0,0,1
db_1,01:15.8,01:22.1,第三个就是我们要说一下数据库系统的特点是什么，这是第一节。,0,0,1
db_1,01:22.1,01:29.2,好，首先我们来看4个基本概念，4个基本概念，第一个什么是数据？,1,1,0
db_1,01:33.2,02:05.9,啊什么是数据库？第二个第三个数据库管理系统，dbms第四个数据库系统，尤其是第三个和第四个，啊嗯有些同学学的时候不是太明确这两者之间的概念，我们有同学是这个呃参加这个计算机等级考试，计算机等级考试，你如果它可以考数据结构，也可以考数据库是吧？,0,1,0
db_1,02:05.9,02:16.4,你考数据库的话，他经常会出现这样的一些题目，他就是呃问这个 Dbms和DBS之间是个什么样的关系？,0,1,0
db_1,02:17.5,02:29.4,那么我们待会说了以后，我们再来看这个问题，啊首先看什么是数据数据，啊我们说它就是一种符号，一种载体。,0,0,1
db_1,02:30.0,02:36.4,刚才我们看京东那个网站调出来，那个小米的信息是以数据的形式呈现的，对吧？,0,1,0
db_1,02:37.2,02:55.8,那么我们所说的这个数据是一个很广义的概念，也就是说它包括数字型数字数据或者数值型的数据，像我们在中学里面接触比较多的数据都是数值型的数据是吧？,0,1,1
db_1,02:56.0,03:13.6,那么除了这个以外，呢我们说啊所有的文字、图形、图像、音频、视频等等，这些对于计算机而言，它通通都是它的数据啊统统都是它的数据。,0,0,1
db_1,03:14.0,03:32.3,那么为什么呢大家可能不是很理解啊，我想说一下，他是呃学计算机原理学了吧大一的道理，有没有计算机原理，计算机基础。,0,0,1
db_1,03:32.3,03:43.9,唉好，那么你们应该清楚计算机的这个这个机器它用到的是什么？,0,1,0
db_1,03:43.9,03:47.8,进制的这个二进制，对吧？二进制。,0,1,1
db_1,03:47.9,03:54.0,唉二进制，我们说它就是1和0，对不对？,0,1,1
db_1,03:54.0,04:00.2,唉它所有的这个为什么会用到二进制？呢有没有大家有没有想过？,0,1,0
