network_1-1,00:00.0,00:07.4,那这个也是合理的规则，我们可以用更简单的更直观的判断方法。最小的选择。,1,0,0
network_1-1,00:07.4,00:13.5,最小的吧名字最简单的，嘛对吧？,1,1,0
network_1-1,00:14.6,00:29.1,或者说选择一个序号最大的，当它比小跟比大应该比小更容易，因为小理论上有一个最小值存在大，你并不知道最大值是什么。,0,0,1
network_1-1,00:29.6,00:38.2,啊那么因此还有最简单的方式就是按名字谁的名字简单选择谁，或者说谁的名字小选择谁。,0,0,1
network_1-1,00:40.2,00:54.2,啊好，那么在我们的生成数协议当中，它就采用了一种这个以名字大小来判别谁作为根节点的这种方式。,0,0,1
network_1-1,00:54.6,01:03.5,B啊那像我们刚才那个图当中b1到b7e一最小，因此b1被选成了根结点，啊被选择了根结点。,0,0,1
network_1-1,01:03.9,01:23.6,好，这里面啊我们选择b1作为最小的根基点，好，那么这个时候我们就开始以根基点开始往外进行数的扩展，对吧？,0,1,0
network_1-1,01:23.6,01:28.0,树的扩展，好，那你们希望一棵树怎么样？相对比较漂亮一点。,1,1,0
network_1-1,01:28.0,01:33.4,呢就是你们原因学过的二叉树这样的东西对吧？,0,1,0
network_1-1,01:33.4,01:36.0,就是大家长的枝杈差不多，对吧？,0,1,0
network_1-1,01:36.1,01:48.6,好，那么我们就从根基点开始往外进行发散，啊往外进行发散，好，找到根接点与b1距离比较相接近的是b2，对吧？,0,1,0
network_1-1,01:48.8,01:58.4,然后再往后发现一个到了b5，再往外发射，一个到了b7，啊再往外发射到了b4，一个到了b6，对吧？对不对？,0,1,1
network_1-1,01:59.6,02:03.1,对的，好，那么唯一的那么这个数就画出来了。,0,0,1
network_1-1,02:03.2,02:11.5,从b1开始往外分散，根节点出现了b2、b6。,0,0,1
network_1-1,02:13.0,02:15.6,好，b第七页。,0,0,1
network_1-1,02:18.3,02:27.1,好，b4 b5多，对吧？,0,1,0
network_1-1,02:27.1,02:29.6,就这样生成了，吧这是第一集数嘛对吧？,0,1,1
network_1-1,02:29.6,02:33.4,剩下还多了一个嘛多了一个b3，是吧？,0,1,0
network_1-1,02:33.5,02:58.4,第三，那么每一个交换机上面会有一个我最终的一个网络，就是我们的一个网段，那么这里面第二连接了一个啊通过这里面有个e网段，那么b2可以往上去连接c好，CB5、b5呢可以往上去连接a b5呢也可以去连接BB和7之间做出一个选择。,1,0,1
network_1-1,02:59.2,03:27.8,好，那么这地方有一个环，那么离谁近我可能就选择谁，那么这个时候 b可能就归给第五，而不归给b7，这个是假设我们已知整个网络错误，就是你们已经看到图了以后，我们对它进行裁剪，按照你的规则选出了第一作为根结点，然后呢我把所有的网段挂在这个网桥上面，那么这个时候我们基本上已经可以会完成啊如图所示的裁剪过程。,0,0,1
network_1-1,03:28.0,03:44.2,那基本上我们在这里面可以看到第三，所连接的两个网段a和c分别挂靠到了距离跟节点更近的b2和b5上面，那么因此b3就两个端口都不进行数据转发，相当于b3是一个多余的人。,0,0,1
network_1-1,03:44.7,04:04.0,啊好，那么这个时候再来看b5到b7和b1也形成一个环状，那么它们所连接的网段共用的一个网段就是b网段，那么这个b网段呢可以挂号到我们的 b5节点上面，那么它的数是最短的，当然你也可以把什么？,0,0,1
